,language,overview,release_date,runtime,title,vote_average,vote_count,company,country,director,genre,star,writer
402,en,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",2003-05-23,101.0,Bruce Almighty,6.4,3012,Spyglass Entertainment,USA,Tom Shadyac,Comedy,Jim Carrey,Steve Koren
403,en,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",2010-08-03,103.0,The Expendables,6.0,2926,Millennium Films,USA,Sylvester Stallone,Action,Sylvester Stallone,Dave Callaham
404,en,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1996-05-22,110.0,Mission: Impossible,6.7,2631,Paramount Pictures,USA,Brian De Palma,Action,Tom Cruise,Bruce Geller
405,en,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",2012-03-12,142.0,The Hunger Games,6.9,9455,Lionsgate,USA,Gary Ross,Adventure,Jennifer Lawrence,Gary Ross
406,en,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",2011-05-25,102.0,The Hangover Part II,6.2,3739,Warner Bros.,USA,Todd Phillips,Comedy,Bradley Cooper,Craig Mazin
407,en,"Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.",1992-06-19,126.0,Batman Returns,6.6,1673,Warner Bros.,USA,Tim Burton,Action,Michael Keaton,Bob Kane
408,en,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",2006-04-22,83.0,Over the Hedge,6.3,1074,DreamWorks Animation,USA,Tim Johnson,Animation,Bruce Willis,Len Blum
409,en,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",2002-06-21,85.0,Lilo & Stitch,7.1,1314,Walt Disney Pictures,USA,Dean DeBlois,Animation,Daveigh Chase,Chris Sanders
410,en,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",2006-12-15,97.0,Charlotte's Web,5.8,288,Paramount Pictures,USA,Gary Winick,Comedy,Dakota Fanning,Susannah Grant
411,en,"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.",1998-05-08,120.0,Deep Impact,5.9,855,Paramount Pictures,USA,Mimi Leder,Action,Robert Duvall,Bruce Joel Rubin
412,en,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,2013-07-18,116.0,RED 2,6.4,1526,Summit Entertainment,USA,Dean Parisot,Action,Bruce Willis,Jon Hoeber
413,en,"Pro quarter-back, Paul Crewe and former college champion and coach, Nate Scarboro are doing time in the same prison. Asked to put together a team of inmates to take on the guards, Crewe enlists the help of Scarboro to coach the inmates to victory in a football game 'fixed' to turn out quite another way.",2005-05-19,113.0,The Longest Yard,6.2,785,Paramount Pictures,USA,Peter Segal,Comedy,Adam Sandler,Albert S. Ruddy
414,en,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",2011-12-14,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,484,Fox 2000 Pictures,USA,Mike Mitchell,Animation,Justin Long,Jonathan Aibel
415,en,"The all-star comedy cast from Grown Ups returns (with some exciting new additions) for more summertime laughs. Lenny (Adam Sandler) has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises: the last day of school.",2013-07-11,100.0,Grown Ups 2,5.8,1155,Columbia Pictures,USA,Dennis Dugan,Comedy,Adam Sandler,Fred Wolf
416,en,"When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?",2008-06-19,110.0,Get Smart,6.0,1051,Warner Bros.,USA,Peter Segal,Action,Steve Carell,Tom J. Astle
417,en,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",2003-12-12,128.0,Something's Gotta Give,6.3,410,Columbia Pictures Corporation,USA,Nancy Meyers,Comedy,Jack Nicholson,Nancy Meyers
418,en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",2010-02-18,138.0,Shutter Island,7.8,6336,Paramount Pictures,USA,Martin Scorsese,Mystery,Leonardo DiCaprio,Laeta Kalogridis
419,en,"Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",2005-03-10,91.0,Robots,6.0,1333,Twentieth Century Fox Animation,USA,Chris Wedge,Animation,Ewan McGregor,Ron Mita
420,en,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.",1997-06-27,138.0,Face/Off,6.8,1583,Permut Presentations,USA,John Woo,Action,John Travolta,Mike Werb
421,en,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,2008-12-24,99.0,Bedtime Stories,5.9,901,Walt Disney Pictures,USA,Adam Shankman,Comedy,Adam Sandler,Matt Lopez
422,en,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",2002-07-12,117.0,Road to Perdition,7.3,1077,DreamWorks,USA,Sam Mendes,Crime,Tom Hanks,Max Allan Collins
423,en,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",2011-02-10,117.0,Just Go with It,6.3,1543,Columbia Pictures,USA,Dennis Dugan,Comedy,Adam Sandler,Allan Loeb
424,en,"When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family.",1997-06-01,115.0,Con Air,6.5,1270,Touchstone Pictures,USA,Simon West,Action,Nicolas Cage,Scott Rosenberg
425,en,"Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",2008-09-25,118.0,Eagle Eye,6.3,1018,DreamWorks,USA,D.J. Caruso,Action,Shia LaBeouf,John Glenn
426,en,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",2003-12-24,154.0,Cold Mountain,6.7,533,Miramax,UK,Anthony Minghella,Adventure,Jude Law,Charles Frazier
427,en,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",2010-01-14,118.0,The Book of Eli,6.6,2164,Alcon Entertainment,USA,Albert Hughes,Action,Denzel Washington,Gary Whitta
